2021|Bucaioni2021|10.1109/ICSA51549.2021.00020|Architecture Design Method|Interview|None|Functional Suitability|None
2021|Cadavid2021|10.1109/ICSA51549.2021.00010|Architecture Decision Making|Interview|Satisfaction,Effectiveness|None|None
2021|Garcia2021|10.1109/ICSA51549.2021.00022|Architecture Analysis Method|Case Study|Effectiveness|Usability|None
2021|Knoche2021|10.1109/ICSA51549.2021.00014|Architecture Evolution|Questionnaire|Satisfaction,Efficiency|None|None
2021|Le2021|10.1109/ICSA51549.2021.00017|Technical Debt|Data Science|None|None|Accuracy
2021|Monschein2021|10.1109/ICSA51549.2021.00009|Architecture Evolution|Technical Experiment|Efficiency|Performance efficiency|Accuracy
2021|Ntentos2021|10.1109/ICSA51549.2021.00012|Architecture Analysis Method|Technical Experiment|None|Functional Suitability|None
2021|Pinciroli2021|10.1109/ICSA51549.2021.00018|Architecture Analysis Method|Motivating Example|None|Functional Suitability|None
2021|Shokri2021|10.1109/ICSA51549.2021.00021|Architectural Aspects|Technical Experiment|None|Performance efficiency,Functional Suitability|None
2021|Sinkala2021|10.1109/ICSA51549.2021.00024|Architecture Optimization Method|Case Study|None|Functional Suitability|Accuracy
2021|Sodhi2021|10.1109/ICSA51549.2021.00016|Reference Architecture|None|None|None|None
2021|Soliman2021|10.1109/ICSA51549.2021.00023|Architecture Design Decisions|Case Study|Effectiveness|None|None
2021|Xu2021|10.1109/ICSA51549.2021.00013|Architecture Decision Making|Interview|Satisfaction,Context coverage|None|None
2020|Alkhabbas2020|10.1109/ICSA47634.2020.00022|Architecture Design Method|Technical Experiment|None|Functional Suitability|None
2020|Baresi2020|10.1109/ICSA47634.2020.00018|Reference Architecture|Technical Experiment|None|Performance efficiency|None
2020|Brito2020|10.1109/ICSA47634.2020.00016|Architecture Design Method|Controlled Experiment|Efficiency,Satisfaction|Usability|None
2020|Bucaioni2020|10.1109/ICSA47634.2020.00013|Architectural Aspects|Focus Group|Satisfaction|Functional Suitability|None
2020|Camara2020|10.1109/ICSA47634.2020.00010|Architecture Optimization Method|Technical Experiment|Effectiveness|Performance efficiency|None
2020|Cardoso2020|10.1109/ICSA47634.2020.00009|Architecture Optimization Method|Benchmark|None|Performance efficiency|None
2020|Jasser2020|10.1109/ICSA47634.2020.00012|Architecture Analysis Method|Case Study|None|Functional Suitability|Accuracy
2020|Kugele2020|10.1109/ICSA47634.2020.00026|Architecture Pattern|Argumentation|None|Functional Suitability|None
2020|Mazkatli2020|10.1109/ICSA47634.2020.00011|Architecture Evolution|Case Study|Efficiency|None|Accuracy
2020|Mendonca2020|10.1109/ICSA47634.2020.00019|Architecture Pattern|Technical Experiment|None|Performance efficiency|None
2020|Mizutani2020|10.1109/ICSA47634.2020.00014|Reference Architecture|Controlled Experiment|Satisfaction,Efficiency,Context coverage|None|None
2020|Santos2020|10.1109/ICSA47634.2020.00024|Architecture Design Method|Technical Experiment|None|Functional Suitability|None
2020|Selmadji2020|10.1109/ICSA47634.2020.00023|Architecture Extraction|Technical Experiment|None|None|Accuracy
2020|Tran2020|10.1109/ICSA47634.2020.00020|Architecture Design Method|Case Study|Effectiveness|Functional Suitability|None
2020|Wang2020|10.1109/ICSA47634.2020.00025|Architecture Description Language|Controlled Experiment|None|Usability|None
2020|Zhang2020|10.1109/ICSA47634.2020.00021|Architecture Design Method|Case Study|None|None|Accuracy
2020|Zhao2020|10.1109/ICSA47634.2020.00027|Architecture Analysis Method|Case Study|Efficiency|None|Accuracy,Recovery
2019|Alam2019|10.1109/ICSA.2019.00029|Architecture Decision Making|Case Study|None|None|Accuracy
2019|Arcelli2019|10.1109/ICSA.2019.00017|Architecture Analysis Method,Architecture Design Method|Case Study|Effectiveness|None|None
2019|Dajsuren2019|10.1109/ICSA.2019.00027|Architecture Analysis Method|Motivating Example|None|Functional Suitability|None
2019|Eismann2019|10.1109/ICSA.2019.00016|Architecture Analysis Method|Technical Experiment|None|Performance efficiency|None
2019|Gerking2019|10.1109/ICSA.2019.00015|Architecture Analysis Method|Technical Experiment|None|None|Accuracy
2019|Gonzalez2019|10.1109/ICSA.2019.00012|Architectural Aspects|Data Science|None|Security|None
2019|Jahic2019|10.1109/ICSA.2019.00020|Architecture Design Method|Technical Experiment|None|Compatibility|None
2019|Jahic2019a|10.1109/ICSA.2019.00026|Architecture Analysis Method|Technical Experiment|None|Functional Suitability|None
2019|Maartensson2019|10.1109/ICSA.2019.00022|Architecture Decision Making|Focus Group|None|None|Accuracy
2019|Rademacher2019|10.1109/ICSA.2019.00011|Architecture Design Method|Case Study|Effectiveness|Functional Suitability,Performance efficiency|None
2019|Seifermann2019|10.1109/ICSA.2019.00009|Architecture Description Language|None|None|None|None
2019|Sion2019|10.1109/ICSA.2019.00010|Architectural Aspects|Motivating Example|None|Functional Suitability|None
2019|Telschig2019|10.1109/ICSA.2019.00021|Architectural Aspects|Case Study|None|Functional Suitability,Performance efficiency|None
2019|Tian2019|10.1109/ICSA.2019.00018|Architecture Pattern|Grounded Theory|None|None|None
2019|Tuma2019|10.1109/ICSA.2019.00028|Architecture Analysis Method|Case Study|None|Functional Suitability|None
2019|Ullah2019|10.1109/ICSA.2019.00013|Architecture Optimization Method|Technical Experiment|None|Performance efficiency,Reliability|Accuracy
2019|Verdecchia2019|10.1109/ICSA.2019.00023|Architecture Design Method|None|None|None|None
2019|Weber2019|10.1109/ICSA.2019.00019|Reference Architecture|Argumentation|Context coverage|Functional Suitability,Performance efficiency,Security,Reliability|None
2019|Wohlrab2019|10.1109/ICSA.2019.00024|Architecture Evolution|Questionnaire|Effectiveness,Satisfaction|Functional Suitability|None
2019|Wohlrab2019a|10.1109/ICSA.2019.00025|Architecture Evolution|Interview|None|Maintainability|None
